id,safra,idade,renda,tempo_emprego,utilizacao,n_atrasos_12m,dti,consultas_6m,tipo_ocupacao,possui_imovel,default
4899,202303,58,4970.0,0.2,0.436,0,0.433,0,autonomo,1,0
4900,202406,49,1603.0,1.5,0.801,0,0.095,2,CLT,0,0
4901,202406,37,1458.0,27.5,0.252,0,0.134,1,aposentado,1,0
4902,202311,53,3426.0,6.9,0.656,0,0.188,0,autonomo,1,0
4903,202406,51,3276.0,0.6,0.544,0,0.438,2,CLT,0,0
4904,202411,56,4172.0,7.7,0.499,1,0.195,3,autonomo,1,0
4905,202408,30,2631.0,5.5,0.219,1,0.345,0,servidor,0,0
4906,202405,52,9347.0,3.5,0.369,0,0.759,1,autonomo,1,1
4907,202307,34,3945.0,3.2,0.385,1,0.049,1,CLT,1,0
4908,202309,59,4091.0,2.5,0.333,1,0.484,2,servidor,0,1
4909,202401,60,4018.0,0.5,0.332,0,0.203,1,CLT,1,0
4910,202309,51,6012.0,8.7,0.444,0,0.15,0,CLT,0,0
4911,202410,67,4856.0,4.9,0.237,0,0.046,1,CLT,1,0
4912,202410,47,4541.0,1.5,0.272,2,0.037,1,autonomo,0,0
4913,202309,22,5261.0,0.2,0.508,1,0.187,1,CLT,1,0
4914,202402,50,1462.0,0.2,0.476,1,0.142,0,CLT,0,0
4915,202311,59,1490.0,0.3,0.687,1,0.09,2,CLT,1,0
4916,202308,25,3505.0,2.6,0.068,1,0.293,2,autonomo,0,0
4917,202301,26,3298.0,6.9,0.48,1,0.308,2,CLT,1,1
4918,202411,34,4865.0,1.7,0.399,1,0.114,0,autonomo,0,0
4919,202402,62,3678.0,6.2,0.513,0,0.141,1,servidor,1,0
4920,202311,46,4870.0,0.0,0.108,0,0.651,2,CLT,1,0
4921,202406,68,1953.0,2.0,0.757,0,0.391,0,CLT,0,0
4922,202311,63,3621.0,13.9,0.349,0,0.304,3,CLT,0,1
4923,202401,48,1862.0,3.5,0.443,0,0.402,1,autonomo,1,0
4924,202411,54,4418.0,2.8,0.122,1,0.57,1,CLT,1,0
4925,202406,37,1423.0,10.7,0.269,0,0.186,1,CLT,1,0
4926,202410,25,4334.0,1.3,0.233,0,0.218,1,CLT,0,0
4927,202409,40,1747.0,0.4,0.628,1,0.116,2,CLT,0,1
4928,202410,50,3006.0,4.9,0.656,1,0.271,1,CLT,0,0
4929,202312,29,5696.0,6.4,0.27,0,0.2,2,CLT,1,0
4930,202410,31,4079.0,4.0,0.35,1,0.552,1,CLT,0,1
4931,202303,21,1599.0,1.5,0.374,0,0.544,2,CLT,1,1
4932,202409,56,2601.0,4.3,0.353,0,0.175,2,CLT,1,0
4933,202404,65,1719.0,4.6,0.228,2,0.087,0,aposentado,0,0
4934,202307,61,1560.0,2.7,0.147,0,0.173,1,aposentado,0,0
4935,202306,39,3862.0,0.4,0.624,0,0.457,3,CLT,1,0
4936,202303,50,4818.0,10.4,0.252,1,0.506,0,CLT,1,0
4937,202412,68,4538.0,13.2,0.62,2,0.062,2,CLT,0,1
4938,202301,49,4921.0,12.0,0.194,0,0.293,3,CLT,0,0
4939,202409,35,3619.0,4.3,0.252,0,0.135,1,CLT,1,0
4940,202407,37,3176.0,1.1,0.506,0,0.152,1,aposentado,1,0
4941,202411,56,2129.0,3.8,0.366,0,0.18,1,autonomo,1,0
4942,202411,42,2922.0,1.3,0.295,2,0.206,3,servidor,1,1
4943,202309,62,1881.0,5.6,0.694,0,0.096,3,CLT,1,0
4944,202309,63,2386.0,1.4,0.143,2,0.048,2,CLT,1,0
4945,202408,22,3806.0,7.4,0.337,0,0.082,2,autonomo,1,1
4946,202304,56,3433.0,1.6,0.4,0,0.278,0,CLT,0,0
4947,202308,39,16854.0,1.2,0.551,0,0.231,0,CLT,0,0
4948,202301,46,1858.0,2.6,0.582,0,0.298,3,aposentado,1,1
4949,202308,33,3420.0,4.0,0.29,0,0.356,1,servidor,0,0
4950,202310,39,1787.0,11.3,0.354,0,0.329,1,CLT,1,0
4951,202411,37,2999.0,1.4,0.314,0,0.49,0,CLT,0,1
4952,202311,23,3061.0,11.0,0.633,0,0.294,2,CLT,0,1
4953,202402,59,5555.0,5.6,0.266,1,0.109,1,autonomo,0,0
4954,202409,28,2908.0,4.8,0.611,0,0.364,2,CLT,0,0
4955,202304,39,3309.0,7.8,0.183,0,0.018,1,CLT,1,0
4956,202309,30,2936.0,1.5,0.156,0,0.299,1,CLT,1,0
4957,202308,28,1807.0,2.1,0.219,0,0.623,3,autonomo,1,0
4958,202304,39,2628.0,0.1,0.555,0,0.115,2,servidor,1,0
4959,202404,66,3008.0,6.5,0.298,0,0.36,2,autonomo,0,0
4960,202304,67,3778.0,0.5,0.169,0,0.054,1,CLT,1,0
4961,202309,39,4815.0,9.5,0.277,0,0.271,2,CLT,0,0
4962,202304,45,3238.0,4.3,0.25,2,0.227,0,autonomo,0,1
4963,202308,69,3210.0,7.1,0.431,2,0.053,1,CLT,0,1
4964,202305,32,1540.0,2.8,0.378,1,0.243,0,autonomo,1,0
4965,202407,67,4769.0,5.1,0.525,0,0.474,2,CLT,0,0
4966,202304,26,2571.0,0.0,0.558,0,0.356,1,CLT,1,0
4967,202407,32,5290.0,0.2,0.253,0,0.806,1,autonomo,1,0
4968,202412,37,7032.0,5.3,0.031,0,0.622,1,servidor,0,0
4969,202306,22,3314.0,4.5,0.3,0,0.465,2,aposentado,1,1
4970,202402,60,2183.0,3.4,0.481,0,0.415,2,CLT,0,0
4971,202410,62,3611.0,11.3,0.331,0,0.238,0,autonomo,1,0
4972,202309,39,4334.0,0.8,0.237,0,0.132,0,CLT,0,0
4973,202408,61,3110.0,5.6,0.371,0,0.081,1,autonomo,0,0
4974,202309,58,2746.0,3.0,0.538,0,0.12,1,CLT,0,0
4975,202409,60,4826.0,6.6,0.587,1,0.12,0,CLT,1,1
4976,202411,60,4669.0,3.6,0.532,2,0.423,2,CLT,1,1
4977,202403,49,3062.0,6.1,0.39,0,0.457,0,CLT,0,0
4978,202405,26,1592.0,2.6,0.267,1,0.181,1,CLT,0,0
4979,202310,66,4574.0,3.6,0.55,0,0.211,1,autonomo,0,0
4980,202402,50,2481.0,5.7,0.467,1,0.038,0,autonomo,1,0
4981,202402,65,4053.0,1.3,0.63,0,0.527,0,aposentado,0,0
4982,202304,67,3927.0,3.3,0.606,0,0.339,1,CLT,0,0
4983,202412,30,1416.0,9.0,0.347,1,0.35,2,CLT,1,0
4984,202311,40,3792.0,3.9,0.558,1,0.427,0,autonomo,0,0
4985,202307,30,4709.0,0.4,0.117,1,0.456,0,CLT,1,0
4986,202412,23,5007.0,1.6,0.168,2,0.447,1,aposentado,1,0
4987,202309,68,3861.0,11.8,0.547,0,0.082,1,autonomo,1,0
4988,202409,66,1355.0,1.7,0.552,1,0.132,0,CLT,0,0
4989,202307,66,6895.0,4.1,0.216,0,0.133,2,CLT,1,0
4990,202310,64,4472.0,5.9,0.169,0,0.099,2,CLT,0,0
4991,202304,52,1995.0,5.6,0.09,0,0.034,1,CLT,1,0
4992,202307,46,2456.0,6.5,0.736,0,0.435,0,CLT,0,0
4993,202307,69,4087.0,4.9,0.495,0,0.258,0,servidor,0,0
4994,202412,48,5115.0,3.0,0.184,0,0.157,0,autonomo,0,0
4995,202412,52,2853.0,0.1,0.453,1,0.077,2,autonomo,1,0
4996,202404,31,5501.0,3.6,0.239,0,0.427,2,CLT,0,0
4997,202310,57,1486.0,2.8,0.106,0,0.333,1,autonomo,0,0
4998,202305,61,2162.0,2.5,0.362,0,0.3,3,servidor,1,0
4999,202407,54,1297.0,5.1,0.921,0,0.088,2,CLT,1,0
5000,202412,45,2325.0,1.3,0.583,0,0.246,2,CLT,1,1
5001,202406,30,7739.0,0.9,0.524,0,0.166,3,aposentado,1,0
5002,202307,22,10187.0,3.0,0.195,1,0.363,2,autonomo,0,1
5003,202301,51,4094.0,1.8,0.337,0,0.368,0,CLT,0,1
5004,202303,54,2646.0,3.9,0.733,0,0.196,0,autonomo,0,1
5005,202405,58,3259.0,3.7,0.452,0,0.315,3,autonomo,1,1
5006,202306,67,4613.0,3.9,0.195,0,0.117,1,servidor,0,0
5007,202403,45,1667.0,3.0,0.65,0,0.638,5,CLT,1,0
5008,202407,61,2735.0,0.8,0.575,0,0.578,0,servidor,1,0
5009,202407,56,7461.0,7.4,0.153,1,0.371,1,servidor,1,1
5010,202310,34,2158.0,0.3,0.315,0,0.306,1,servidor,0,0
5011,202401,62,2504.0,9.5,0.691,0,0.228,1,autonomo,0,0
5012,202401,23,3665.0,8.1,0.31,0,0.086,3,autonomo,1,0
5013,202303,50,4195.0,7.4,0.706,0,0.463,4,CLT,1,0
5014,202309,67,2664.0,6.4,0.686,0,0.451,3,autonomo,0,0
5015,202408,53,3784.0,10.4,0.407,0,0.475,0,CLT,0,0
5016,202412,66,4934.0,11.5,0.409,0,0.395,2,servidor,0,0
5017,202405,23,9708.0,2.5,0.095,0,0.226,1,servidor,1,0
5018,202407,47,3418.0,18.1,0.286,1,0.532,2,autonomo,1,0
5019,202409,59,3567.0,2.9,0.188,0,0.389,1,autonomo,0,0
5020,202311,52,7814.0,1.0,0.338,0,0.229,1,servidor,1,0
5021,202412,64,2767.0,12.6,0.495,0,0.157,1,servidor,1,0
5022,202303,43,1878.0,1.1,0.223,1,0.404,1,CLT,0,0
5023,202407,54,4126.0,0.5,0.15,0,0.246,0,CLT,0,0
5024,202408,41,6236.0,13.6,0.401,0,0.091,0,CLT,0,0
5025,202311,63,4361.0,0.3,0.361,0,0.278,2,aposentado,1,0
5026,202409,26,3469.0,7.7,0.327,0,0.495,1,servidor,1,0
5027,202312,33,1765.0,23.4,0.653,0,0.104,1,CLT,1,0
5028,202404,25,3536.0,5.8,0.247,0,0.377,0,CLT,0,0
5029,202402,55,6745.0,6.3,0.491,1,0.122,3,CLT,1,0
5030,202406,32,1964.0,4.5,0.4,1,0.38,2,servidor,0,1
5031,202309,36,3222.0,2.5,0.398,1,0.309,1,CLT,1,0
5032,202304,61,3000.0,1.4,0.702,0,0.202,3,servidor,1,0
5033,202305,38,2569.0,21.5,0.484,1,0.069,1,CLT,0,0
5034,202402,28,4121.0,10.1,0.306,1,0.156,1,aposentado,1,0
5035,202405,22,4544.0,4.3,0.354,2,0.078,0,CLT,0,1
5036,202401,32,4521.0,0.5,0.381,0,0.36,3,CLT,1,0
5037,202402,65,2234.0,0.2,0.195,1,0.31,1,CLT,1,0
5038,202304,47,1599.0,1.6,0.563,1,0.208,1,servidor,0,0
5039,202406,69,4151.0,1.2,0.539,0,0.43,1,autonomo,0,0
5040,202409,31,2827.0,19.6,0.293,0,0.198,1,CLT,1,0
5041,202410,38,9128.0,6.8,0.242,0,0.29,0,CLT,0,1
5042,202404,28,9342.0,0.6,0.421,0,0.035,1,CLT,1,0
5043,202308,40,9851.0,12.2,0.278,0,0.257,1,CLT,0,0
5044,202409,48,2275.0,5.1,0.472,1,0.106,1,autonomo,0,0
5045,202401,60,4840.0,2.6,0.184,0,0.287,0,autonomo,0,0
5046,202406,39,5628.0,1.3,0.579,0,0.428,1,aposentado,1,0
5047,202303,58,5320.0,9.0,0.329,2,0.505,2,CLT,0,0
5048,202301,51,3050.0,5.4,0.686,1,0.187,2,CLT,1,0
5049,202405,35,6902.0,0.9,0.291,0,0.491,2,CLT,0,0
5050,202309,65,3642.0,9.1,0.397,0,0.345,2,CLT,1,0
5051,202304,42,3882.0,19.4,0.157,0,0.462,1,CLT,1,0
5052,202310,28,1688.0,1.0,0.323,0,0.337,2,servidor,1,0
5053,202403,68,5026.0,3.0,0.408,0,0.332,3,CLT,1,1
5054,202405,65,3196.0,1.0,0.435,0,0.307,0,CLT,0,0
5055,202307,23,4593.0,11.5,0.607,1,0.436,0,autonomo,0,1
5056,202310,65,4095.0,0.9,0.126,1,0.434,0,servidor,1,0
5057,202410,67,3986.0,1.0,0.622,0,0.126,0,servidor,1,0
5058,202307,61,3559.0,11.6,0.501,1,0.074,0,autonomo,1,1
5059,202309,33,5395.0,2.4,0.121,0,0.63,0,servidor,0,0
5060,202306,51,3296.0,13.2,0.771,0,0.053,0,CLT,1,0
5061,202310,47,1759.0,0.3,0.4,0,0.254,0,CLT,1,0
5062,202309,51,4839.0,6.7,0.345,1,0.346,3,CLT,0,1
5063,202307,51,2430.0,6.1,0.656,0,0.577,1,servidor,1,0
5064,202305,52,1878.0,1.4,0.07,1,0.467,1,CLT,1,0
5065,202408,46,2184.0,0.3,0.557,0,0.184,0,CLT,1,0
5066,202311,54,4195.0,0.1,0.116,0,0.418,1,autonomo,1,0
5067,202403,46,3469.0,9.0,0.435,0,0.064,1,autonomo,1,0
5068,202409,21,1253.0,12.8,0.444,0,0.447,3,autonomo,1,0
5069,202407,22,3005.0,4.1,0.247,0,0.194,2,CLT,0,0
5070,202306,67,6533.0,2.2,0.156,0,0.363,1,autonomo,0,0
5071,202403,65,2905.0,0.3,0.257,0,0.474,0,servidor,1,0
5072,202408,49,3352.0,3.4,0.487,0,0.722,0,autonomo,0,1
5073,202302,29,6133.0,14.8,0.587,0,0.295,0,CLT,1,0
5074,202411,59,5419.0,9.8,0.17,1,0.133,0,autonomo,1,0
5075,202311,28,6069.0,4.0,0.172,0,0.18,0,autonomo,1,0
5076,202403,39,910.0,0.5,0.378,1,0.448,4,CLT,1,0
5077,202406,37,8663.0,4.6,0.204,0,0.331,1,CLT,0,0
5078,202411,21,5005.0,0.5,0.166,0,0.198,2,aposentado,1,1
5079,202411,60,12466.0,10.7,0.101,0,0.335,0,CLT,0,0
5080,202310,45,2462.0,8.9,0.515,0,0.137,1,CLT,1,1
5081,202403,36,1508.0,8.7,0.649,0,0.316,0,CLT,1,0
5082,202309,45,3654.0,0.0,0.299,1,0.551,1,CLT,1,0
5083,202402,21,3173.0,1.1,0.704,0,0.418,0,autonomo,1,0
5084,202305,42,5048.0,8.9,0.31,0,0.3,2,CLT,0,1
5085,202311,46,6232.0,3.8,0.523,0,0.173,0,servidor,1,0
5086,202407,37,3485.0,4.9,0.388,0,0.041,0,servidor,1,0
5087,202310,61,3228.0,2.0,0.308,0,0.103,0,autonomo,0,1
5088,202306,33,4728.0,7.3,0.229,1,0.509,6,CLT,1,1
5089,202304,27,3203.0,4.1,0.335,0,0.242,2,CLT,0,0
5090,202404,46,3072.0,5.4,0.164,1,0.355,2,servidor,0,1
5091,202311,64,6115.0,2.7,0.1,1,0.406,1,autonomo,0,0
5092,202308,39,6836.0,1.5,0.309,0,0.075,2,CLT,1,0
5093,202406,23,6260.0,0.1,0.484,0,0.162,0,CLT,0,0
5094,202402,68,3347.0,0.3,0.412,0,0.363,2,CLT,1,0
5095,202306,42,1249.0,0.8,0.278,0,0.589,2,aposentado,1,0
5096,202407,29,3381.0,0.2,0.529,0,0.057,0,aposentado,0,0
5097,202307,51,2492.0,7.6,0.679,0,0.032,1,servidor,0,0
5098,202408,36,3412.0,6.4,0.435,2,0.558,1,autonomo,0,1
5099,202303,66,2603.0,1.7,0.286,0,0.483,0,CLT,0,0
5100,202404,35,3603.0,4.3,0.487,0,0.106,2,aposentado,1,0
5101,202309,47,2165.0,3.9,0.188,0,0.34,0,CLT,0,0
5102,202402,47,1919.0,10.8,0.716,0,0.569,0,servidor,1,0
5103,202411,32,6710.0,0.6,0.202,0,0.225,0,CLT,0,0
5104,202305,45,2242.0,15.4,0.196,0,0.448,1,aposentado,0,0
5105,202302,26,3642.0,0.1,0.363,0,0.482,2,CLT,1,0
5106,202410,52,5868.0,6.5,0.379,1,0.121,0,CLT,0,0
5107,202411,58,5751.0,0.5,0.402,1,0.132,2,CLT,0,0
5108,202411,67,5418.0,7.5,0.397,0,0.466,0,autonomo,0,0
5109,202305,36,4236.0,1.1,0.546,0,0.178,1,CLT,0,0
5110,202409,34,5229.0,1.9,0.273,0,0.425,1,autonomo,1,0
5111,202301,47,7234.0,11.8,0.281,0,0.332,1,CLT,1,0
5112,202308,54,4503.0,6.7,0.208,3,0.182,0,CLT,0,0
5113,202408,69,1453.0,5.0,0.176,0,0.577,1,servidor,0,0
5114,202406,22,2795.0,5.9,0.463,1,0.086,1,servidor,1,0
5115,202403,32,5157.0,3.2,0.62,0,0.506,0,CLT,0,1
5116,202307,33,2661.0,1.3,0.732,0,0.586,3,autonomo,1,0
5117,202409,33,8185.0,13.7,0.658,0,0.42,2,CLT,1,0
5118,202411,43,3528.0,11.5,0.135,0,0.43,2,CLT,0,0
5119,202311,63,3799.0,9.1,0.374,0,0.301,2,CLT,0,0
5120,202404,22,6389.0,3.1,0.224,1,0.163,2,CLT,1,0
5121,202306,60,3323.0,5.7,0.184,0,0.442,2,autonomo,1,1
5122,202409,51,3976.0,0.6,0.33,0,0.142,0,autonomo,0,0
5123,202405,51,5708.0,2.1,0.222,0,0.311,1,CLT,0,1
5124,202412,54,1744.0,1.5,0.526,0,0.144,1,CLT,0,0
5125,202401,26,3157.0,4.9,0.357,1,0.282,1,autonomo,1,0
5126,202308,57,5511.0,0.3,0.333,0,0.166,3,aposentado,1,0
5127,202309,33,3762.0,2.4,0.919,0,0.472,1,CLT,1,0
5128,202402,46,7583.0,1.8,0.533,2,0.31,0,autonomo,0,0
5129,202408,54,1656.0,1.2,0.631,1,0.289,2,CLT,0,0
5130,202312,50,1564.0,5.3,0.432,0,0.122,0,autonomo,0,0
5131,202306,36,5350.0,1.7,0.408,2,0.267,2,servidor,0,0
5132,202306,40,5613.0,8.9,0.448,0,0.14,0,CLT,0,0
5133,202310,44,3306.0,0.8,0.187,0,0.438,1,autonomo,0,1
5134,202303,23,4448.0,0.2,0.264,0,0.504,2,autonomo,0,0
5135,202312,56,5285.0,1.7,0.588,0,0.231,1,CLT,0,0
5136,202301,25,2424.0,0.5,0.774,0,0.24,5,servidor,1,0
5137,202302,43,2557.0,1.0,0.072,2,0.144,1,CLT,0,1
5138,202403,53,4003.0,13.1,0.443,1,0.311,3,servidor,0,0
5139,202411,24,5722.0,0.7,0.306,0,0.085,2,autonomo,0,0
5140,202302,69,2032.0,0.4,0.105,0,0.41,1,CLT,0,0
5141,202302,39,3298.0,2.4,0.27,0,0.214,1,CLT,1,0
5142,202302,21,3222.0,1.1,0.054,0,0.515,2,CLT,0,0
5143,202305,53,4487.0,12.4,0.591,0,0.714,1,aposentado,1,0
5144,202406,48,3625.0,11.8,0.227,1,0.13,2,autonomo,1,0
5145,202311,52,2771.0,11.8,0.172,1,0.303,3,CLT,0,0
5146,202403,57,6797.0,8.5,0.394,0,0.087,1,servidor,1,0
5147,202410,44,2780.0,1.9,0.219,1,0.615,2,autonomo,1,0
5148,202312,61,3146.0,2.1,0.307,1,0.06,2,CLT,0,0
5149,202311,39,1643.0,5.0,0.407,0,0.196,1,autonomo,1,0
5150,202409,47,2548.0,0.9,0.11,0,0.529,1,CLT,1,0
5151,202309,28,4713.0,1.9,0.436,0,0.396,2,autonomo,0,0
5152,202303,51,4274.0,1.1,0.21,0,0.123,1,autonomo,1,1
5153,202303,33,4914.0,4.3,0.457,0,0.577,0,autonomo,0,1
5154,202405,55,4796.0,6.4,0.272,1,0.106,2,aposentado,0,1
5155,202405,60,10341.0,1.7,0.108,0,0.263,0,autonomo,0,0
5156,202306,63,2505.0,0.2,0.081,0,0.538,1,CLT,1,0
5157,202403,66,1620.0,2.2,0.41,1,0.182,3,CLT,0,1
5158,202410,26,2153.0,2.4,0.725,2,0.207,1,CLT,0,1
5159,202406,27,2561.0,26.8,0.206,1,0.184,0,servidor,0,0
5160,202306,66,2237.0,2.5,0.162,0,0.195,2,autonomo,0,0
5161,202310,39,3816.0,0.8,0.505,1,0.251,2,CLT,1,0
5162,202401,22,6811.0,1.4,0.647,0,0.149,1,CLT,1,0
5163,202302,35,7862.0,6.0,0.403,0,0.27,0,CLT,0,0
5164,202405,61,4685.0,4.9,0.185,0,0.113,0,servidor,0,0
5165,202302,38,10622.0,8.1,0.128,0,0.491,3,CLT,0,0
5166,202407,24,3047.0,2.3,0.737,0,0.061,4,aposentado,0,1
5167,202410,56,1610.0,8.5,0.699,0,0.305,0,servidor,1,0
5168,202307,30,6165.0,3.2,0.529,0,0.182,1,aposentado,0,0
5169,202309,38,1452.0,10.1,0.033,0,0.262,0,CLT,1,0
5170,202302,21,2496.0,12.7,0.585,0,0.427,4,CLT,1,1
5171,202312,50,4722.0,22.1,0.553,1,0.374,1,autonomo,1,0
5172,202309,42,3459.0,1.4,0.158,1,0.649,0,autonomo,1,0
5173,202303,63,3309.0,0.4,0.291,0,0.144,1,autonomo,1,0
5174,202306,37,2017.0,0.8,0.48,0,0.303,2,autonomo,0,0
5175,202312,31,3621.0,25.9,0.467,0,0.234,2,CLT,1,0
5176,202312,29,6014.0,2.0,0.378,1,0.161,1,autonomo,1,0
5177,202301,30,3677.0,0.5,0.56,1,0.271,2,CLT,0,0
5178,202311,43,2404.0,2.0,0.06,0,0.296,1,CLT,1,0
5179,202312,25,1951.0,2.8,0.122,0,0.047,0,CLT,0,0
5180,202312,40,2429.0,31.5,0.745,0,0.373,2,CLT,1,0
5181,202312,62,4430.0,3.2,0.339,0,0.453,1,CLT,0,0
5182,202308,58,4323.0,2.9,0.191,0,0.528,1,CLT,0,1
5183,202409,52,2440.0,4.4,0.148,0,0.335,1,CLT,0,0
5184,202409,64,1205.0,1.1,0.438,1,0.31,0,CLT,1,0
5185,202405,59,4492.0,2.0,0.586,0,0.125,0,CLT,0,0
5186,202305,52,2324.0,14.1,0.461,1,0.155,3,CLT,1,1
5187,202303,63,5139.0,5.8,0.236,1,0.113,2,autonomo,1,0
5188,202403,27,2495.0,2.2,0.212,1,0.45,2,CLT,1,0
5189,202412,61,2222.0,7.0,0.106,2,0.201,1,CLT,0,0
5190,202402,35,3931.0,0.5,0.436,0,0.281,0,aposentado,1,0
5191,202308,56,11835.0,8.4,0.171,1,0.262,1,autonomo,1,0
5192,202408,65,5295.0,4.7,0.515,0,0.272,2,autonomo,0,0
5193,202412,45,3898.0,13.1,0.822,1,0.42,1,servidor,1,0
5194,202302,25,4357.0,0.2,0.432,0,0.527,3,autonomo,0,0
5195,202304,39,1517.0,3.0,0.374,1,0.387,2,CLT,1,1
5196,202312,40,2077.0,3.1,0.69,0,0.221,0,CLT,1,0
5197,202311,66,1037.0,21.1,0.636,0,0.432,0,CLT,0,0
5198,202411,67,8647.0,12.7,0.114,0,0.249,3,CLT,1,0
5199,202407,48,7814.0,6.1,0.554,1,0.593,0,CLT,0,0
5200,202310,67,4431.0,3.1,0.327,0,0.193,3,servidor,1,0
5201,202401,42,3895.0,2.9,0.511,0,0.127,0,aposentado,1,0
5202,202406,41,1676.0,5.1,0.537,0,0.393,1,servidor,1,0
5203,202305,61,3263.0,1.6,0.164,0,0.303,0,CLT,0,1
5204,202410,53,8921.0,3.8,0.752,0,0.283,1,CLT,1,0
5205,202302,46,3888.0,6.5,0.476,0,0.295,1,autonomo,0,0
5206,202407,43,2745.0,4.1,0.439,0,0.365,1,aposentado,0,1
5207,202301,55,1512.0,4.1,0.216,0,0.15,2,autonomo,1,0
5208,202306,57,7260.0,2.3,0.358,0,0.33,1,autonomo,1,0
5209,202305,45,3516.0,1.6,0.683,1,0.368,2,CLT,1,0
5210,202302,22,1513.0,1.7,0.391,0,0.336,0,autonomo,0,0
5211,202312,25,2294.0,6.3,0.765,0,0.367,2,aposentado,0,1
5212,202406,28,1922.0,5.0,0.365,2,0.382,3,CLT,1,1
5213,202401,43,3409.0,1.4,0.138,0,0.486,0,autonomo,1,0
5214,202308,51,4039.0,5.5,0.5,1,0.123,1,CLT,0,1
5215,202312,60,2831.0,4.3,0.423,0,0.149,1,autonomo,0,0
5216,202301,32,5370.0,0.1,0.166,1,0.4,1,servidor,0,0
5217,202411,59,3787.0,1.9,0.099,0,0.523,2,CLT,1,0
5218,202310,53,6193.0,2.9,0.128,0,0.292,1,servidor,0,0
5219,202402,23,3045.0,2.2,0.367,1,0.597,1,CLT,1,1
5220,202411,38,16692.0,15.9,0.395,0,0.643,1,CLT,0,0
5221,202402,35,2746.0,2.1,0.46,0,0.464,3,CLT,1,0
5222,202301,64,2318.0,4.4,0.146,0,0.246,2,CLT,0,0
5223,202410,66,2179.0,6.1,0.459,1,0.437,1,autonomo,1,1
5224,202310,61,3276.0,10.5,0.091,1,0.2,2,CLT,0,0
5225,202304,46,1541.0,3.2,0.255,0,0.12,3,CLT,0,0
5226,202401,45,4219.0,0.3,0.457,1,0.448,1,aposentado,1,1
5227,202306,36,1404.0,3.1,0.54,1,0.149,1,CLT,1,0
5228,202401,58,3947.0,9.0,0.113,0,0.036,1,servidor,1,0
5229,202302,25,1853.0,0.3,0.399,1,0.567,1,CLT,0,0
5230,202412,34,3009.0,7.1,0.277,1,0.106,1,CLT,1,0
5231,202303,27,4926.0,3.4,0.226,0,0.073,2,aposentado,0,0
5232,202407,45,11522.0,4.3,0.201,0,0.533,2,CLT,1,0
5233,202412,35,2124.0,0.5,0.466,0,0.457,0,autonomo,1,0
5234,202405,30,3377.0,1.7,0.324,1,0.348,3,autonomo,0,1
5235,202311,39,2535.0,1.1,0.481,0,0.061,2,servidor,1,0
5236,202303,63,2357.0,1.2,0.46,1,0.031,4,servidor,1,0
5237,202404,48,2547.0,9.7,0.506,0,0.102,0,CLT,0,0
5238,202406,61,5497.0,2.2,0.352,0,0.317,2,CLT,1,0
5239,202402,65,2853.0,7.7,0.43,1,0.2,2,CLT,1,0
5240,202410,65,11211.0,15.1,0.489,1,0.393,3,CLT,1,0
5241,202409,38,4483.0,1.8,0.451,2,0.485,1,aposentado,1,0
5242,202402,63,2197.0,3.3,0.541,0,0.102,3,CLT,1,0
5243,202405,65,3031.0,13.2,0.327,0,0.11,0,CLT,0,0
5244,202301,68,2438.0,10.2,0.409,0,0.26,1,servidor,1,0
5245,202401,38,5432.0,2.7,0.026,0,0.301,1,servidor,0,0
5246,202412,32,1605.0,3.8,0.204,0,0.347,0,CLT,0,1
5247,202302,49,1862.0,10.3,0.19,1,0.368,0,servidor,0,0
5248,202305,66,2709.0,5.9,0.489,0,0.322,2,aposentado,1,0
5249,202403,65,5123.0,0.5,0.449,0,0.295,3,CLT,1,0
5250,202302,48,6745.0,19.8,0.61,0,0.4,3,CLT,0,0
5251,202408,28,7261.0,2.5,0.484,1,0.094,1,CLT,1,0
5252,202309,41,4745.0,1.3,0.405,0,0.205,3,aposentado,1,0
5253,202403,55,3493.0,8.9,0.433,0,0.324,1,CLT,1,0
5254,202406,48,5417.0,5.5,0.366,3,0.235,1,CLT,0,1
5255,202305,37,2054.0,5.8,0.228,0,0.073,3,CLT,1,0
5256,202407,37,1448.0,5.3,0.116,0,0.091,3,CLT,0,0
5257,202308,23,4529.0,0.7,0.376,2,0.199,1,autonomo,0,1
5258,202411,35,2202.0,1.2,0.671,0,0.043,0,CLT,0,0
5259,202411,53,3524.0,11.4,0.519,0,0.379,0,CLT,1,1
5260,202402,32,3865.0,17.3,0.438,0,0.02,1,servidor,0,0
5261,202303,69,4122.0,0.5,0.733,0,0.553,2,CLT,1,1
5262,202412,25,5819.0,6.0,0.448,0,0.272,1,aposentado,0,0
5263,202401,49,5519.0,4.4,0.335,1,0.214,0,autonomo,1,0
5264,202309,45,4014.0,0.5,0.594,0,0.086,0,CLT,1,0
5265,202406,61,2919.0,6.0,0.323,0,0.224,1,CLT,1,0
5266,202307,64,3843.0,4.2,0.218,0,0.037,1,aposentado,1,0
5267,202305,47,2702.0,2.2,0.318,0,0.28,1,servidor,0,0
5268,202301,51,3300.0,7.9,0.201,0,0.569,0,CLT,0,0
5269,202411,55,13482.0,14.2,0.501,0,0.465,2,servidor,0,0
5270,202405,46,3988.0,10.5,0.127,0,0.133,0,autonomo,1,0
5271,202401,30,4560.0,20.7,0.502,2,0.417,1,autonomo,0,1
